gvkey,datadate,fyearq,fqtr,indfmt,consol,popsrc,datafmt,cusip,curcdq,datacqtr,datafqtr,atq,cheq,ltq,costat
001004,2004-08-31,2004,1,INDL,C,D,STD,000361105,USD,2004Q3,2004Q1,699.3040,26.8020,396.1020,A
001004,2004-11-30,2004,2,INDL,C,D,STD,000361105,USD,2004Q4,2004Q2,710.9270,19.6670,399.7980,A
001004,2005-02-28,2004,3,INDL,C,D,STD,000361105,USD,2005Q1,2004Q3,707.4670,32.0910,391.1010,A
001004,2005-05-31,2004,4,INDL,C,D,STD,000361105,USD,2005Q2,2004Q4,732.2300,50.3380,417.4860,A
001004,2005-08-31,2005,1,INDL,C,D,STD,000361105,USD,2005Q3,2005Q1,757.8260,24.4110,437.9240,A
001004,2005-11-30,2005,2,INDL,C,D,STD,000361105,USD,2005Q4,2005Q2,798.7810,23.0810,470.4470,A
001004,2006-02-28,2005,3,INDL,C,D,STD,000361105,USD,2006Q1,2005Q3,938.1510,104.8130,544.9520,A
001004,2006-05-31,2005,4,INDL,C,D,STD,000361105,USD,2006Q2,2005Q4,978.8190,121.7380,556.1020,A
001004,2006-08-31,2006,1,INDL,C,D,STD,000361105,USD,2006Q3,2006Q1,978.8030,119.1310,544.2410,A
001004,2006-11-30,2006,2,INDL,C,D,STD,000361105,USD,2006Q4,2006Q2,1001.0310,117.1920,549.7800,A
001004,2007-02-28,2006,3,INDL,C,D,STD,000361105,USD,2007Q1,2006Q3,1010.8490,105.1110,541.1480,A
001004,2007-05-31,2006,4,INDL,C,D,STD,000361105,USD,2007Q2,2006Q4,1067.6330,83.3170,573.3900,A
001004,2007-08-31,2007,1,INDL,C,D,STD,000361105,USD,2007Q3,2007Q1,1076.9760,58.0210,567.5960,A
001004,2007-11-30,2007,2,INDL,C,D,STD,000361105,USD,2007Q4,2007Q2,1137.2900,28.3690,606.9630,A
001004,2008-02-29,2007,3,INDL,C,D,STD,000361105,USD,2008Q1,2007Q3,1333.4540,119.1570,768.9580,A
001004,2008-05-31,2007,4,INDL,C,D,STD,000361105,USD,2008Q2,2007Q4,1362.0100,112.4350,776.7550,A
001004,2008-08-31,2008,1,INDL,C,D,STD,000361105,USD,2008Q3,2008Q1,1350.7620,75.9880,747.8190,A
001004,2008-11-30,2008,2,INDL,C,D,STD,000361105,USD,2008Q4,2008Q2,1382.0130,121.7640,761.2190,A
001004,2009-02-28,2008,3,INDL,C,D,STD,000361105,USD,2009Q1,2008Q3,1399.3560,93.7420,757.5980,A
001004,2009-05-31,2008,4,INDL,C,D,STD,000361105,USD,2009Q2,2008Q4,1377.5110,112.5050,720.6160,A
001004,2009-08-31,2009,1,INDL,C,D,STD,000361105,USD,2009Q3,2009Q1,1344.4650,122.8400,635.8810,A
001004,2009-11-30,2009,2,INDL,C,D,STD,000361105,USD,2009Q4,2009Q2,1317.7060,105.7030,592.9290,A
001004,2010-02-28,2009,3,INDL,C,D,STD,000361105,USD,2010Q1,2009Q3,1324.7520,117.5260,588.1770,A
001004,2010-05-31,2009,4,INDL,C,D,STD,000361105,USD,2010Q2,2009Q4,1501.0420,79.3700,754.6920,A
001004,2010-08-31,2010,1,INDL,C,D,STD,000361105,USD,2010Q3,2010Q1,1532.7330,52.1550,773.0740,A
001004,2010-11-30,2010,2,INDL,C,D,STD,000361105,USD,2010Q4,2010Q2,1557.2270,49.3200,776.3350,A
001004,2011-02-28,2010,3,INDL,C,D,STD,000361105,USD,2011Q1,2010Q3,1655.9910,54.7160,851.3950,A
001004,2011-05-31,2010,4,INDL,C,D,STD,000361105,USD,2011Q2,2010Q4,1703.7270,57.4330,868.4380,A
001045,2004-06-30,2004,2,INDL,C,D,STD,02376R102,USD,2004Q2,2004Q2,30001.0000,3853.0000,30123.0000,A
001045,2004-09-30,2004,3,INDL,C,D,STD,02376R102,USD,2004Q3,2004Q3,29261.0000,3616.0000,29575.0000,A
001045,2004-12-31,2004,4,INDL,C,D,STD,02376R102,USD,2004Q4,2004Q4,28773.0000,3407.0000,29354.0000,A
001045,2005-03-31,2005,1,INDL,C,D,STD,02376R102,USD,2005Q1,2005Q1,29167.0000,3543.0000,29864.0000,A
001045,2005-06-30,2005,2,INDL,C,D,STD,02376R102,USD,2005Q2,2005Q2,29494.0000,3891.0000,30109.0000,A
001045,2005-09-30,2005,3,INDL,C,D,STD,02376R102,USD,2005Q3,2005Q3,29436.0000,3911.0000,30165.0000,A
001045,2005-12-31,2005,4,INDL,C,D,STD,02376R102,USD,2005Q4,2005Q4,29495.0000,4324.0000,30973.0000,A
001045,2006-03-31,2006,1,INDL,C,D,STD,02376R102,USD,2006Q1,2006Q1,29918.0000,4778.0000,31190.0000,A
001045,2006-06-30,2006,2,INDL,C,D,STD,02376R102,USD,2006Q2,2006Q2,30752.0000,5678.0000,31260.0000,A
001045,2006-09-30,2006,3,INDL,C,D,STD,02376R102,USD,2006Q3,2006Q3,30128.0000,5518.0000,30642.0000,A
001045,2006-12-31,2006,4,INDL,C,D,STD,02376R102,USD,2006Q4,2006Q4,29145.0000,5183.0000,29751.0000,A
001045,2007-03-31,2007,1,INDL,C,D,STD,02376R102,USD,2007Q1,2007Q1,29884.0000,5854.0000,29658.0000,A
001045,2007-06-30,2007,2,INDL,C,D,STD,02376R102,USD,2007Q2,2007Q2,30410.0000,6370.0000,29800.0000,A
001045,2007-09-30,2007,3,INDL,C,D,STD,02376R102,USD,2007Q3,2007Q3,29599.0000,5837.0000,28771.0000,A
001045,2007-12-31,2007,4,INDL,C,D,STD,02376R102,USD,2007Q4,2007Q4,28571.0000,4963.0000,25914.0000,A
001045,2008-03-31,2008,1,INDL,C,D,STD,02376R102,USD,2008Q1,2008Q1,28766.0000,4945.0000,26277.0000,A
001045,2008-06-30,2008,2,INDL,C,D,STD,02376R102,USD,2008Q2,2008Q2,28925.0000,5503.0000,27265.0000,A
001045,2008-09-30,2008,3,INDL,C,D,STD,02376R102,USD,2008Q3,2008Q3,26950.0000,5077.0000,26016.0000,A
001045,2008-12-31,2008,4,INDL,C,D,STD,02376R102,USD,2008Q4,2008Q4,25175.0000,3566.0000,28110.0000,A
001045,2009-03-31,2009,1,INDL,C,D,STD,02376R102,USD,2009Q1,2009Q1,24518.0000,3326.0000,27627.0000,A
001045,2009-06-30,2009,2,INDL,C,D,STD,02376R102,USD,2009Q2,2009Q2,24138.0000,3268.0000,27138.0000,A
001045,2009-09-30,2009,3,INDL,C,D,STD,02376R102,USD,2009Q3,2009Q3,25754.0000,4571.0000,28613.0000,A
001045,2009-12-31,2009,4,INDL,C,D,STD,02376R102,USD,2009Q4,2009Q4,25438.0000,4859.0000,28927.0000,A
001045,2010-03-31,2010,1,INDL,C,D,STD,02376R102,USD,2010Q1,2010Q1,25525.0000,5006.0000,29417.0000,A
001045,2010-06-30,2010,2,INDL,C,D,STD,02376R102,USD,2010Q2,2010Q2,25885.0000,5545.0000,29815.0000,A
001045,2010-09-30,2010,3,INDL,C,D,STD,02376R102,USD,2010Q3,2010Q3,25357.0000,5004.0000,29000.0000,A
001045,2010-12-31,2010,4,INDL,C,D,STD,02376R102,USD,2010Q4,2010Q4,25088.0000,4946.0000,29033.0000,A
001045,2011-03-31,2011,1,INDL,C,D,STD,02376R102,USD,2011Q1,2011Q1,27113.0000,6254.0000,31062.0000,A
001078,2004-06-30,2004,2,INDL,C,D,STD,002824100,USD,2004Q2,2004Q2,27686.1810,2423.3470,14860.3150,A
001078,2004-09-30,2004,3,INDL,C,D,STD,002824100,USD,2004Q3,2004Q3,27564.2260,1911.2930,14608.8820,A
001078,2004-12-31,2004,4,INDL,C,D,STD,002824100,USD,2004Q4,2004Q4,28767.4940,2058.9620,14441.7110,A
001078,2005-03-31,2005,1,INDL,C,D,STD,002824100,USD,2005Q1,2005Q1,28857.2140,1814.5190,14679.6660,A
001078,2005-06-30,2005,2,INDL,C,D,STD,002824100,USD,2005Q2,2005Q2,27817.2130,1534.7020,13435.3020,A
001078,2005-09-30,2005,3,INDL,C,D,STD,002824100,USD,2005Q3,2005Q3,28830.9590,2927.6580,14567.9280,A
001078,2005-12-31,2005,4,INDL,C,D,STD,002824100,USD,2005Q4,2005Q4,29141.2030,2956.0930,14725.9320,A
001078,2006-03-31,2006,1,INDL,C,D,STD,002824100,USD,2006Q1,2006Q1,28531.5000,2404.6620,14089.3550,A
001078,2006-06-30,2006,2,INDL,C,D,STD,002824100,USD,2006Q2,2006Q2,34061.2670,1096.8400,18875.7610,A
001078,2006-09-30,2006,3,INDL,C,D,STD,002824100,USD,2006Q3,2006Q3,33299.8720,1051.1340,17666.4710,A
001078,2006-12-31,2006,4,INDL,C,D,STD,002824100,USD,2006Q4,2006Q4,36178.1720,1373.4350,22123.9860,A
001078,2007-03-31,2007,1,INDL,C,D,STD,002824100,USD,2007Q1,2007Q1,36286.1170,1641.8790,21966.9760,A
001078,2007-06-30,2007,2,INDL,C,D,STD,002824100,USD,2007Q2,2007Q2,37153.2220,2237.0740,21819.0690,A
001078,2007-09-30,2007,3,INDL,C,D,STD,002824100,USD,2007Q3,2007Q3,37621.9090,2548.9500,22013.7490,A
001078,2007-12-31,2007,4,INDL,C,D,STD,002824100,USD,2007Q4,2007Q4,39713.9240,2820.8270,21935.3840,A
001078,2008-03-31,2008,1,INDL,C,D,STD,002824100,USD,2008Q1,2008Q1,41177.5720,3636.5990,23198.0280,A
001078,2008-06-30,2008,2,INDL,C,D,STD,002824100,USD,2008Q2,2008Q2,44073.7190,5178.2740,25114.9170,A
001078,2008-09-30,2008,3,INDL,C,D,STD,002824100,USD,2008Q3,2008Q3,41753.0120,3766.4700,22407.1770,A
001078,2008-12-31,2008,4,INDL,C,D,STD,002824100,USD,2008Q4,2008Q4,42419.2040,5079.6250,24939.6530,A
001078,2009-03-31,2009,1,INDL,C,D,STD,002824100,USD,2009Q1,2009Q1,45437.5970,5703.7770,27454.4570,A
001078,2009-06-30,2009,2,INDL,C,D,STD,002824100,USD,2009Q2,2009Q2,47630.0170,6887.9430,27709.9490,A
001078,2009-09-30,2009,3,INDL,C,D,STD,002824100,USD,2009Q3,2009Q3,49846.8200,8695.1520,28472.0700,A
001078,2009-12-31,2009,4,INDL,C,D,STD,002824100,USD,2009Q4,2009Q4,52416.6230,9932.0480,29517.8940,A
001078,2010-03-31,2010,1,INDL,C,D,STD,002824100,USD,2010Q1,2010Q1,53358.6220,3692.0730,32346.2820,A
001078,2010-06-30,2010,2,INDL,C,D,STD,002824100,USD,2010Q2,2010Q2,53381.4020,6243.7140,33386.7680,A
001078,2010-09-30,2010,3,INDL,C,D,STD,002824100,USD,2010Q3,2010Q3,57373.6200,5721.7580,35890.8960,A
001078,2010-12-31,2010,4,INDL,C,D,STD,002824100,USD,2010Q4,2010Q4,59462.2660,7323.9400,36985.8020,A
001078,2011-03-31,2011,1,INDL,C,D,STD,002824100,USD,2011Q1,2011Q1,61651.3630,8375.8390,36931.0310,A
001081,2004-06-30,2004,2,INDL,C,D,STD,003924107,CAD,2004Q2,2004Q2,10273.0000,194.0000,7364.0000,I
001081,2004-09-30,2004,3,INDL,C,D,STD,003924107,CAD,2004Q3,2004Q3,10053.0000,181.0000,7045.0000,I
001081,2004-12-31,2004,4,INDL,C,D,STD,003924107,CAD,2004Q4,2004Q4,9787.0000,135.0000,6943.0000,I
001081,2005-03-31,2005,1,INDL,C,D,STD,003924107,CAD,2005Q1,2005Q1,9931.0000,145.0000,7131.0000,I
001081,2005-06-30,2005,2,INDL,C,D,STD,003924107,CAD,2005Q2,2005Q2,9850.0000,171.0000,7088.0000,I
001081,2005-09-30,2005,3,INDL,C,D,STD,003924107,CAD,2005Q3,2005Q3,9531.0000,57.0000,6800.0000,I
001081,2005-12-31,2005,4,INDL,C,D,STD,003924107,CAD,2005Q4,2005Q4,8044.0000,67.0000,5565.0000,I
001081,2006-03-31,2006,1,INDL,C,D,STD,003924107,CAD,2006Q1,2006Q1,7987.0000,4.0000,5547.0000,I
001081,2006-06-30,2006,2,INDL,C,D,STD,003924107,CAD,2006Q2,2006Q2,7795.0000,16.0000,5257.0000,I
001081,2006-09-30,2006,3,INDL,C,D,STD,003924107,CAD,2006Q3,2006Q3,7848.0000,25.0000,5360.0000,I
001081,2006-12-31,2006,4,INDL,C,D,STD,003924107,CAD,2006Q4,2006Q4,7962.0000,203.0000,5440.0000,I
001081,2007-03-31,2007,1,INDL,C,D,STD,003924107,CAD,2007Q1,2007Q1,7847.0000,132.0000,5434.0000,I
001081,2007-06-30,2007,2,INDL,C,D,STD,003924107,CAD,2007Q2,2007Q2,7710.0000,268.0000,5226.0000,I
001081,2007-09-30,2007,3,INDL,C,D,STD,003924107,CAD,2007Q3,2007Q3,7394.0000,96.0000,4922.0000,I
001209,2004-06-30,2004,3,INDL,C,D,STD,009158106,USD,2004Q2,2004Q3,9930.0000,89.5000,5522.0000,A
001209,2004-09-30,2004,4,INDL,C,D,STD,009158106,USD,2004Q3,2004Q4,10040.4000,146.3000,5427.5000,A
001209,2004-12-31,2005,1,INDL,C,D,STD,009158106,USD,2004Q4,2005Q1,10653.4000,272.7000,5728.8000,A
001209,2005-03-31,2005,2,INDL,C,D,STD,009158106,USD,2005Q1,2005Q2,10707.3000,410.9000,5611.1000,A
001209,2005-06-30,2005,3,INDL,C,D,STD,009158106,USD,2005Q2,2005Q3,10309.8000,82.1000,5515.8000,A
001209,2005-09-30,2005,4,INDL,C,D,STD,009158106,USD,2005Q3,2005Q4,10408.8000,55.8000,5652.2000,A
001209,2005-12-31,2006,1,INDL,C,D,STD,009158106,USD,2005Q4,2006Q1,10624.9000,70.7000,5735.6000,A
001209,2006-03-31,2006,2,INDL,C,D,STD,009158106,USD,2006Q1,2006Q2,11032.5000,73.9000,5873.1000,A
001209,2006-06-30,2006,3,INDL,C,D,STD,009158106,USD,2006Q2,2006Q3,11290.8000,60.5000,6073.0000,A
001209,2006-09-30,2006,4,INDL,C,D,STD,009158106,USD,2006Q3,2006Q4,11180.7000,35.2000,6078.7000,A
001209,2006-12-31,2007,1,INDL,C,D,STD,009158106,USD,2006Q4,2007Q1,11500.0000,64.5000,6199.7000,A
001209,2007-03-31,2007,2,INDL,C,D,STD,009158106,USD,2007Q1,2007Q2,11878.0000,37.3000,6423.1000,A
001209,2007-06-30,2007,3,INDL,C,D,STD,009158106,USD,2007Q2,2007Q3,12568.8000,31.7000,6936.5000,A
001209,2007-09-30,2007,4,INDL,C,D,STD,009158106,USD,2007Q3,2007Q4,12659.5000,42.3000,6986.6000,A
001209,2007-12-31,2008,1,INDL,C,D,STD,009158106,USD,2007Q4,2008Q1,13014.3000,96.5000,7227.8000,A
001209,2008-03-31,2008,2,INDL,C,D,STD,009158106,USD,2008Q1,2008Q2,13228.4000,138.8000,7586.7000,A
001209,2008-06-30,2008,3,INDL,C,D,STD,009158106,USD,2008Q2,2008Q3,13075.9000,126.2000,7391.7000,A
001209,2008-09-30,2008,4,INDL,C,D,STD,009158106,USD,2008Q3,2008Q4,12571.3000,103.5000,7404.4000,A
001209,2008-12-31,2009,1,INDL,C,D,STD,009158106,USD,2008Q4,2009Q1,12253.6000,118.5000,7389.6000,A
001209,2009-03-31,2009,2,INDL,C,D,STD,009158106,USD,2009Q1,2009Q2,11878.9000,79.7000,7114.1000,A
001209,2009-06-30,2009,3,INDL,C,D,STD,009158106,USD,2009Q2,2009Q3,12243.5000,70.3000,7180.6000,A
001209,2009-09-30,2009,4,INDL,C,D,STD,009158106,USD,2009Q3,2009Q4,13029.1000,488.2000,8099.1000,A
001209,2009-12-31,2010,1,INDL,C,D,STD,009158106,USD,2009Q4,2010Q1,12914.5000,323.0000,7730.4000,A
001209,2010-03-31,2010,2,INDL,C,D,STD,009158106,USD,2010Q1,2010Q2,13152.6000,230.9000,7734.3000,A
001209,2010-06-30,2010,3,INDL,C,D,STD,009158106,USD,2010Q2,2010Q3,12999.4000,405.3000,7627.5000,A
001209,2010-09-30,2010,4,INDL,C,D,STD,009158106,USD,2010Q3,2010Q4,13505.9000,374.3000,7808.3000,A
001209,2010-12-31,2011,1,INDL,C,D,STD,009158106,USD,2010Q4,2011Q1,13459.7000,247.2000,7482.5000,A
001209,2011-03-31,2011,2,INDL,C,D,STD,009158106,USD,2011Q1,2011Q2,13820.7000,270.3000,7821.5000,A
001240,2004-07-31,2004,2,INDL,C,D,STD,013104104,USD,2004Q2,2004Q2,18115.0000,20.0000,12828.0000,I
001240,2004-10-31,2004,3,INDL,C,D,STD,013104104,USD,2004Q3,2004Q3,18712.0000,208.0000,13384.0000,I
001240,2005-01-31,2004,4,INDL,C,D,STD,013104104,USD,2004Q4,2004Q4,18311.0000,273.0000,12890.0000,I
001240,2005-04-30,2005,1,INDL,C,D,STD,013104104,USD,2005Q1,2005Q1,18156.0000,246.0000,12700.0000,I
001240,2005-07-31,2005,2,INDL,C,D,STD,013104104,USD,2005Q2,2005Q2,18125.0000,264.0000,12624.0000,I
001240,2005-10-31,2005,3,INDL,C,D,STD,013104104,USD,2005Q3,2005Q3,18347.0000,255.0000,12822.0000,I
001240,2006-01-31,2005,4,INDL,C,D,STD,013104104,USD,2005Q4,2005Q4,17871.0000,406.0000,12164.0000,I
001240,2006-04-30,2006,1,INDL,C,D,STD,013104104,USD,2006Q1,2006Q1,17895.0000,580.0000,12011.0000,I
001300,2004-06-30,2004,2,INDL,C,D,STD,438516106,USD,2004Q2,2004Q2,29551.0000,3232.0000,18665.0000,A
001300,2004-09-30,2004,3,INDL,C,D,STD,438516106,USD,2004Q3,2004Q3,29988.0000,3433.0000,18783.0000,A
001300,2004-12-31,2004,4,INDL,C,D,STD,438516106,USD,2004Q4,2004Q4,31062.0000,3586.0000,19810.0000,A
001300,2005-03-31,2005,1,INDL,C,D,STD,438516106,USD,2005Q1,2005Q1,34660.0000,4096.0000,23229.0000,A
001300,2005-06-30,2005,2,INDL,C,D,STD,438516106,USD,2005Q2,2005Q2,32568.0000,1929.0000,21050.0000,A
001300,2005-09-30,2005,3,INDL,C,D,STD,438516106,USD,2005Q3,2005Q3,32206.0000,1452.0000,20831.0000,A
001300,2005-12-31,2005,4,INDL,C,D,STD,438516106,USD,2005Q4,2005Q4,32294.0000,1234.0000,21040.0000,A
001300,2006-03-31,2006,1,INDL,C,D,STD,438516106,USD,2006Q1,2006Q1,32206.0000,1442.0000,21293.0000,A
001300,2006-06-30,2006,2,INDL,C,D,STD,438516106,USD,2006Q2,2006Q2,32504.0000,1424.0000,21526.0000,A
001300,2006-09-30,2006,3,INDL,C,D,STD,438516106,USD,2006Q3,2006Q3,32704.0000,1415.0000,21383.0000,A
001300,2006-12-31,2006,4,INDL,C,D,STD,438516106,USD,2006Q4,2006Q4,30941.0000,1224.0000,21221.0000,A
001300,2007-03-31,2007,1,INDL,C,D,STD,438516106,USD,2007Q1,2007Q1,31213.0000,1378.0000,22050.0000,A
001300,2007-06-30,2007,2,INDL,C,D,STD,438516106,USD,2007Q2,2007Q2,31771.0000,1633.0000,23971.0000,A
001300,2007-09-30,2007,3,INDL,C,D,STD,438516106,USD,2007Q3,2007Q3,32902.0000,1787.0000,24647.0000,A
001300,2007-12-31,2007,4,INDL,C,D,STD,438516106,USD,2007Q4,2007Q4,33805.0000,1829.0000,24583.0000,A
001300,2008-03-31,2008,1,INDL,C,D,STD,438516106,USD,2008Q1,2008Q1,34944.0000,2234.0000,25308.0000,A
001300,2008-06-30,2008,2,INDL,C,D,STD,438516106,USD,2008Q2,2008Q2,36779.0000,2204.0000,26518.0000,A
001300,2008-09-30,2008,3,INDL,C,D,STD,438516106,USD,2008Q3,2008Q3,37082.0000,2292.0000,27544.0000,A
001300,2008-12-31,2008,4,INDL,C,D,STD,438516106,USD,2008Q4,2008Q4,35490.0000,2065.0000,28303.0000,A
001300,2009-03-31,2009,1,INDL,C,D,STD,438516106,USD,2009Q1,2009Q1,34357.0000,2052.0000,26856.0000,A
001300,2009-06-30,2009,2,INDL,C,D,STD,438516106,USD,2009Q2,2009Q2,35137.0000,2606.0000,26576.0000,A
001300,2009-09-30,2009,3,INDL,C,D,STD,438516106,USD,2009Q3,2009Q3,35773.0000,2604.0000,26178.0000,A
001300,2009-12-31,2009,4,INDL,C,D,STD,438516106,USD,2009Q4,2009Q4,36004.0000,2801.0000,27050.0000,A
001300,2010-03-31,2010,1,INDL,C,D,STD,438516106,USD,2010Q1,2010Q1,36026.0000,2851.0000,26922.0000,A
001300,2010-06-30,2010,2,INDL,C,D,STD,438516106,USD,2010Q2,2010Q2,36091.0000,2451.0000,26963.0000,A
001300,2010-09-30,2010,3,INDL,C,D,STD,438516106,USD,2010Q3,2010Q3,38119.0000,2640.0000,27653.0000,A
001300,2010-12-31,2010,4,INDL,C,D,STD,438516106,USD,2010Q4,2010Q4,37834.0000,2650.0000,27047.0000,A
001300,2011-03-31,2011,1,INDL,C,D,STD,438516106,USD,2011Q1,2011Q1,38902.0000,3076.0000,27092.0000,A
001318,2004-06-30,2004,2,INDL,C,D,STD,020039103,USD,2004Q2,2004Q2,16462.0640,687.4180,9431.0520,I
001318,2004-09-30,2004,3,INDL,C,D,STD,020039103,USD,2004Q3,2004Q3,16368.7820,648.3850,9371.3220,I
001318,2004-12-31,2004,4,INDL,C,D,STD,020039103,USD,2004Q4,2004Q4,16603.7000,484.9000,9474.1000,I
001318,2005-03-31,2005,1,INDL,C,D,STD,020039103,USD,2005Q1,2005Q1,16773.2140,888.3720,9533.0980,I
001318,2005-06-30,2005,2,INDL,C,D,STD,020039103,USD,2005Q2,2005Q2,17914.8920,2027.6620,9059.9230,I
001318,2005-09-30,2005,3,INDL,C,D,STD,020039103,USD,2005Q3,2005Q3,23796.7030,69.4280,10884.4240,I
001318,2005-12-31,2005,4,INDL,C,D,STD,020039103,USD,2005Q4,2005Q4,24013.1000,989.2000,10992.1000,I
001318,2006-03-31,2006,1,INDL,C,D,STD,020039103,USD,2006Q1,2006Q1,24046.1180,886.5310,10750.3650,I
001318,2006-06-30,2006,2,INDL,C,D,STD,020039103,USD,2006Q2,2006Q2,23933.5480,2531.3570,10321.9980,I
001318,2006-09-30,2006,3,INDL,C,D,STD,020039103,USD,2006Q3,2006Q3,19330.2230,3085.9990,5972.5970,I
001318,2006-12-31,2006,4,INDL,C,D,STD,020039103,USD,2006Q4,2006Q4,18343.7000,934.2000,5676.0000,I
001318,2007-03-31,2007,1,INDL,C,D,STD,020039103,USD,2007Q1,2007Q1,17575.6130,576.8290,5639.1950,I
001318,2007-06-30,2007,2,INDL,C,D,STD,020039103,USD,2007Q2,2007Q2,17438.5720,456.2980,5756.8500,I
001318,2007-09-30,2007,3,INDL,C,D,STD,020039103,USD,2007Q3,2007Q3,17705.7550,824.6470,5763.9630,I
001408,2004-06-30,2004,2,INDL,C,D,STD,073730103,USD,2004Q2,2004Q2,7723.1000,183.4000,4564.7000,I
001408,2004-09-30,2004,3,INDL,C,D,STD,073730103,USD,2004Q3,2004Q3,7720.2000,195.1000,4467.4000,I
001408,2004-12-31,2004,4,INDL,C,D,STD,073730103,USD,2004Q4,2004Q4,7883.6000,85.1000,4394.9000,I
001408,2005-03-31,2005,1,INDL,C,D,STD,073730103,USD,2005Q1,2005Q1,7976.5000,121.6000,4343.0000,I
001408,2005-06-30,2005,2,INDL,C,D,STD,073730103,USD,2005Q2,2005Q2,7956.4000,133.9000,4170.4000,I
001408,2005-09-30,2005,3,INDL,C,D,STD,073730103,USD,2005Q3,2005Q3,13148.6000,207.3000,9232.3000,I
001408,2005-12-31,2005,4,INDL,C,D,STD,073730103,USD,2005Q4,2005Q4,13201.5000,93.6000,9181.1000,I
001408,2006-03-31,2006,1,INDL,C,D,STD,073730103,USD,2006Q1,2006Q1,13623.1000,175.0000,9476.9000,I
001408,2006-06-30,2006,2,INDL,C,D,STD,073730103,USD,2006Q2,2006Q2,14488.4000,214.9000,9788.2000,I
001408,2006-09-30,2006,3,INDL,C,D,STD,073730103,USD,2006Q3,2006Q3,14555.5000,218.5000,9568.9000,I
001408,2006-12-31,2006,4,INDL,C,D,STD,073730103,USD,2006Q4,2006Q4,14668.3000,182.7000,9380.6000,I
001408,2007-03-31,2007,1,INDL,C,D,STD,073730103,USD,2007Q1,2007Q1,14716.6000,187.3000,9333.7000,I
001408,2007-06-30,2007,2,INDL,C,D,STD,073730103,USD,2007Q2,2007Q2,15008.2000,150.8000,9329.1000,I
001408,2007-09-30,2007,3,INDL,C,D,STD,073730103,USD,2007Q3,2007Q3,15054.6000,285.3000,9182.2000,I
001408,2007-12-31,2007,4,INDL,C,D,STD,073730103,USD,2007Q4,2007Q4,13956.9000,203.7000,7712.9000,I
001408,2008-03-31,2008,1,INDL,C,D,STD,073730103,USD,2008Q1,2008Q1,14164.5000,179.4000,7722.0000,I
001408,2008-06-30,2008,2,INDL,C,D,STD,073730103,USD,2008Q2,2008Q2,13858.0000,160.7000,7517.8000,I
001408,2008-09-30,2008,3,INDL,C,D,STD,073730103,USD,2008Q3,2008Q3,13339.9000,175.5000,7670.9000,I
001408,2008-12-31,2008,4,INDL,C,D,STD,073730103,USD,2008Q4,2008Q4,12091.9000,163.3000,7392.3000,I
001408,2009-03-31,2009,1,INDL,C,D,STD,073730103,USD,2009Q1,2009Q1,11951.3000,240.1000,7415.8000,I
001408,2009-06-30,2009,2,INDL,C,D,STD,073730103,USD,2009Q2,2009Q2,12395.9000,264.6000,7492.2000,I
001408,2009-09-30,2009,3,INDL,C,D,STD,073730103,USD,2009Q3,2009Q3,12331.7000,260.1000,7246.6000,I
001408,2009-12-31,2009,4,INDL,C,D,STD,073730103,USD,2009Q4,2009Q4,12370.6000,417.2000,7264.9000,I
001408,2010-03-31,2010,1,INDL,C,D,STD,073730103,USD,2010Q1,2010Q1,12230.9000,289.7000,6991.6000,I
001408,2010-06-30,2010,2,INDL,C,D,STD,073730103,USD,2010Q2,2010Q2,12064.0000,416.3000,6773.0000,I
001408,2010-09-30,2010,3,INDL,C,D,STD,073730103,USD,2010Q3,2010Q3,12486.9000,671.2000,6925.4000,I
001408,2010-12-31,2010,4,INDL,C,D,STD,073730103,USD,2010Q4,2010Q4,12675.3000,864.7000,6987.3000,I
001408,2011-03-31,2011,1,INDL,C,D,STD,073730103,USD,2011Q1,2011Q1,12523.0000,269.2000,6620.4000,I
001440,2004-06-30,2004,2,INDL,C,D,STD,025537101,USD,2004Q2,2004Q2,35848.0000,1066.0000,27704.0000,A
001440,2004-09-30,2004,3,INDL,C,D,STD,025537101,USD,2004Q3,2004Q3,34822.0000,1461.0000,26478.0000,A
001440,2004-12-31,2004,4,INDL,C,D,STD,025537101,USD,2004Q4,2004Q4,34663.0000,595.0000,26087.0000,A
001440,2005-03-31,2005,1,INDL,C,D,STD,025537101,USD,2005Q1,2005Q1,35097.0000,1442.0000,26768.0000,A
001440,2005-06-30,2005,2,INDL,C,D,STD,025537101,USD,2005Q2,2005Q2,33939.0000,882.0000,25496.0000,A
001440,2005-09-30,2005,3,INDL,C,D,STD,025537101,USD,2005Q3,2005Q3,35956.0000,922.0000,26910.0000,A
001440,2005-12-31,2005,4,INDL,C,D,STD,025537101,USD,2005Q4,2005Q4,36172.0000,528.0000,27023.0000,A
001440,2006-03-31,2006,1,INDL,C,D,STD,025537101,USD,2006Q1,2006Q1,35765.0000,478.0000,26320.0000,A
001440,2006-06-30,2006,2,INDL,C,D,STD,025537101,USD,2006Q2,2006Q2,36184.0000,422.0000,26697.0000,A
001440,2006-09-30,2006,3,INDL,C,D,STD,025537101,USD,2006Q3,2006Q3,36385.0000,457.0000,26799.0000,A
001440,2006-12-31,2006,4,INDL,C,D,STD,025537101,USD,2006Q4,2006Q4,37987.0000,726.0000,28514.0000,A
001440,2007-03-31,2007,1,INDL,C,D,STD,025537101,USD,2007Q1,2007Q1,37936.0000,456.0000,28335.0000,A
