gvkey,datadate,fyearq,fqtr,indfmt,consol,popsrc,datafmt,cusip,curcdq,datacqtr,datafqtr,atq,cheq,ltq,costat
010332,2009-03-31,2009,1,INDL,C,D,STD,74979E101,USD,2009Q1,2009Q1,2198.5000,873.2000,1292.0000,I
010332,2009-06-30,2009,2,INDL,C,D,STD,74979E101,USD,2009Q2,2009Q2,2243.0000,930.8000,1281.3000,I
010332,2009-09-30,2009,3,INDL,C,D,STD,74979E101,USD,2009Q3,2009Q3,2347.1000,856.7000,1347.1000,I
010332,2009-12-31,2009,4,INDL,C,D,STD,74979E101,USD,2009Q4,2009Q4,2429.3000,908.2000,1381.0000,I
010332,2010-03-31,2010,1,INDL,C,D,STD,74979E101,USD,2010Q1,2010Q1,2356.5000,871.8000,1248.7000,I
010332,2010-06-30,2010,2,INDL,C,D,STD,74979E101,USD,2010Q2,2010Q2,2395.7000,931.1000,1236.2000,I
010332,2010-09-30,2010,3,INDL,C,D,STD,74979E101,USD,2010Q3,2010Q3,2242.5000,720.3000,1332.9000,I
010332,2010-12-31,2010,4,INDL,C,D,STD,74979E101,USD,2010Q4,2010Q4,2175.4000,569.4000,1332.9000,I
010332,2011-03-31,2011,1,INDL,C,D,STD,74979E101,USD,2011Q1,2011Q1,1807.4000,326.2000,925.5000,I
010426,2004-06-30,2004,2,INDL,C,D,STD,879868107,USD,2004Q2,2004Q2,20507.0000,420.0000,18137.0000,I
010426,2004-09-30,2004,3,INDL,C,D,STD,879868107,USD,2004Q3,2004Q3,20506.0000,436.0000,18097.0000,I
010426,2004-12-31,2004,4,INDL,C,D,STD,879868107,USD,2004Q4,2004Q4,20119.0000,372.0000,17722.0000,I
010426,2005-03-31,2005,1,INDL,C,D,STD,879868107,USD,2005Q1,2005Q1,19735.0000,260.0000,17341.0000,I
010426,2005-06-30,2005,2,INDL,C,D,STD,879868107,USD,2005Q2,2005Q2,19833.0000,423.0000,17393.0000,I
010426,2005-09-30,2005,3,INDL,C,D,STD,879868107,USD,2005Q3,2005Q3,20656.0000,480.0000,18233.0000,I
010426,2005-12-31,2005,4,INDL,C,D,STD,879868107,USD,2005Q4,2005Q4,21633.0000,444.0000,19248.0000,I
010426,2006-03-31,2006,1,INDL,C,D,STD,879868107,USD,2006Q1,2006Q1,21694.0000,349.0000,19283.0000,I
010426,2006-06-30,2006,2,INDL,C,D,STD,879868107,USD,2006Q2,2006Q2,21133.0000,286.0000,18637.0000,I
010426,2006-09-30,2006,3,INDL,C,D,STD,879868107,USD,2006Q3,2006Q3,20517.0000,342.0000,18023.0000,I
010426,2006-12-31,2006,4,INDL,C,D,STD,879868107,USD,2006Q4,2006Q4,20413.0000,405.0000,17919.0000,I
010426,2007-03-31,2007,1,INDL,C,D,STD,879868107,USD,2007Q1,2007Q1,19934.0000,232.0000,17402.0000,I
010426,2007-06-30,2007,2,INDL,C,D,STD,879868107,USD,2007Q2,2007Q2,19895.0000,314.0000,17620.0000,I
010426,2007-09-30,2007,3,INDL,C,D,STD,879868107,USD,2007Q3,2007Q3,20692.0000,238.0000,18412.0000,I
010426,2007-12-31,2007,4,INDL,C,D,STD,879868107,USD,2007Q4,2007Q4,5942.0000,227.0000,5162.0000,I
010426,2008-03-31,2008,1,INDL,C,D,STD,879868107,USD,2008Q1,2008Q1,5740.0000,38.0000,4970.0000,I
010426,2008-06-30,2008,2,INDL,C,D,STD,879868107,USD,2008Q2,2008Q2,5758.0000,44.0000,4982.0000,I
010426,2008-09-30,2008,3,INDL,C,D,STD,879868107,USD,2008Q3,2008Q3,5871.0000,50.0000,5106.0000,I
010426,2008-12-31,2008,4,INDL,C,D,STD,879868107,USD,2008Q4,2008Q4,5869.0000,41.0000,5092.0000,I
010426,2009-03-31,2009,1,INDL,C,D,STD,879868107,USD,2009Q1,2009Q1,5835.0000,24.0000,5026.0000,I
010426,2009-06-30,2009,2,INDL,C,D,STD,879868107,USD,2009Q2,2009Q2,5802.0000,31.0000,4934.0000,I
010426,2009-09-30,2009,3,INDL,C,D,STD,879868107,USD,2009Q3,2009Q3,5783.0000,42.0000,4857.0000,I
010426,2009-12-31,2009,4,INDL,C,D,STD,879868107,USD,2009Q4,2009Q4,5709.0000,36.0000,4823.0000,I
010426,2010-03-31,2010,1,INDL,C,D,STD,879868107,USD,2010Q1,2010Q1,5733.0000,29.0000,4851.0000,I
010426,2010-06-30,2010,2,INDL,C,D,STD,879868107,USD,2010Q2,2010Q2,5761.0000,48.0000,4861.0000,I
010426,2010-09-30,2010,3,INDL,C,D,STD,879868107,USD,2010Q3,2010Q3,5879.0000,52.0000,4857.0000,I
010426,2010-12-31,2010,4,INDL,C,D,STD,879868107,USD,2010Q4,2010Q4,5909.0000,28.0000,4888.0000,I
010426,2011-03-31,2011,1,INDL,C,D,STD,879868107,USD,2011Q1,2011Q1,5942.0000,24.0000,4904.0000,I
010499,2004-06-30,2004,2,INDL,C,D,STD,882508104,USD,2004Q2,2004Q2,16050.0000,3934.0000,3612.0000,A
010499,2004-09-30,2004,3,INDL,C,D,STD,882508104,USD,2004Q3,2004Q3,16137.0000,3986.0000,3241.0000,A
010499,2004-12-31,2004,4,INDL,C,D,STD,882508104,USD,2004Q4,2004Q4,16299.0000,6358.0000,3236.0000,A
010499,2005-03-31,2005,1,INDL,C,D,STD,882508104,USD,2005Q1,2005Q1,15045.0000,5140.0000,3141.0000,A
010499,2005-06-30,2005,2,INDL,C,D,STD,882508104,USD,2005Q2,2005Q2,14486.0000,4478.0000,3023.0000,A
010499,2005-09-30,2005,3,INDL,C,D,STD,882508104,USD,2005Q3,2005Q3,14984.0000,5251.0000,3111.0000,A
010499,2005-12-31,2005,4,INDL,C,D,STD,882508104,USD,2005Q4,2005Q4,15063.0000,5335.0000,3126.0000,A
010499,2006-03-31,2006,1,INDL,C,D,STD,882508104,USD,2006Q1,2006Q1,14038.0000,3664.0000,2800.0000,A
010499,2006-06-30,2006,2,INDL,C,D,STD,882508104,USD,2006Q2,2006Q2,15928.0000,5670.0000,3140.0000,A
010499,2006-09-30,2006,3,INDL,C,D,STD,882508104,USD,2006Q3,2006Q3,14785.0000,4184.0000,2758.0000,A
010499,2006-12-31,2006,4,INDL,C,D,STD,882508104,USD,2006Q4,2006Q4,13930.0000,3717.0000,2570.0000,A
010499,2007-03-31,2007,1,INDL,C,D,STD,882508104,USD,2007Q1,2007Q1,13750.0000,3336.0000,2467.0000,A
010499,2007-06-30,2007,2,INDL,C,D,STD,882508104,USD,2007Q2,2007Q2,14020.0000,3581.0000,2526.0000,A
010499,2007-09-30,2007,3,INDL,C,D,STD,882508104,USD,2007Q3,2007Q3,13724.0000,3669.0000,2587.0000,A
010499,2007-12-31,2007,4,INDL,C,D,STD,882508104,USD,2007Q4,2007Q4,12667.0000,2924.0000,2692.0000,A
010499,2008-03-31,2008,1,INDL,C,D,STD,882508104,USD,2008Q1,2008Q1,12338.0000,1876.0000,2481.0000,A
010499,2008-06-30,2008,2,INDL,C,D,STD,882508104,USD,2008Q2,2008Q2,12382.0000,1648.0000,2398.0000,A
010499,2008-09-30,2008,3,INDL,C,D,STD,882508104,USD,2008Q3,2008Q3,12466.0000,1993.0000,2372.0000,A
010499,2008-12-31,2008,4,INDL,C,D,STD,882508104,USD,2008Q4,2008Q4,11923.0000,2540.0000,2597.0000,A
010499,2009-03-31,2009,1,INDL,C,D,STD,882508104,USD,2009Q1,2009Q1,11520.0000,2426.0000,2310.0000,A
010499,2009-06-30,2009,2,INDL,C,D,STD,882508104,USD,2009Q2,2009Q2,11510.0000,2557.0000,2297.0000,A
010499,2009-09-30,2009,3,INDL,C,D,STD,882508104,USD,2009Q3,2009Q3,11903.0000,2827.0000,2465.0000,A
010499,2009-12-31,2009,4,INDL,C,D,STD,882508104,USD,2009Q4,2009Q4,12119.0000,2925.0000,2397.0000,A
010499,2010-03-31,2010,1,INDL,C,D,STD,882508104,USD,2010Q1,2010Q1,12370.0000,2791.0000,2565.0000,A
010499,2010-06-30,2010,2,INDL,C,D,STD,882508104,USD,2010Q2,2010Q2,12164.0000,2305.0000,2409.0000,A
010499,2010-09-30,2010,3,INDL,C,D,STD,882508104,USD,2010Q3,2010Q3,12649.0000,2510.0000,2687.0000,A
010499,2010-12-31,2010,4,INDL,C,D,STD,882508104,USD,2010Q4,2010Q4,13401.0000,3072.0000,2964.0000,A
010499,2011-03-31,2011,1,INDL,C,D,STD,882508104,USD,2011Q1,2011Q1,13310.0000,2857.0000,2736.0000,A
010507,2004-06-30,2004,2,INDL,C,D,STD,29299K005,USD,2004Q2,2004Q2,30102.0000,714.0000,25633.0000,A
010507,2004-09-30,2004,3,INDL,C,D,STD,29299K005,USD,2004Q3,2004Q3,26148.0000,621.0000,21315.0000,A
010507,2004-12-31,2004,4,INDL,C,D,STD,29299K005,USD,2004Q4,2004Q4,23241.0000,155.0000,22564.0000,A
010507,2005-03-31,2005,1,INDL,C,D,STD,29299K005,USD,2005Q1,2005Q1,23579.0000,142.0000,22598.0000,A
010507,2005-06-30,2005,2,INDL,C,D,STD,29299K005,USD,2005Q2,2005Q2,23750.0000,128.0000,23276.0000,A
010507,2005-09-30,2005,3,INDL,C,D,STD,29299K005,USD,2005Q3,2005Q3,25876.0000,323.0000,25052.0000,A
010507,2005-12-31,2005,4,INDL,C,D,STD,29299K005,USD,2005Q4,2005Q4,25539.0000,91.0000,25064.0000,A
010507,2006-03-31,2006,1,INDL,C,D,STD,29299K005,USD,2006Q1,2006Q1,23883.0000,116.0000,23402.0000,A
010507,2006-06-30,2006,2,INDL,C,D,STD,29299K005,USD,2006Q2,2006Q2,24622.0000,115.0000,24033.0000,A
010507,2006-09-30,2006,3,INDL,C,D,STD,29299K005,USD,2006Q3,2006Q3,25107.0000,84.0000,23411.0000,A
010507,2006-12-31,2006,4,INDL,C,D,STD,29299K005,USD,2006Q4,2006Q4,25922.0000,83.0000,23782.0000,A
010507,2007-03-31,2007,1,INDL,C,D,STD,29299K005,USD,2007Q1,2007Q1,25917.0000,672.0000,24813.0000,A
010507,2007-06-30,2007,2,INDL,C,D,STD,29299K005,USD,2007Q2,2007Q2,26988.0000,476.0000,25943.0000,A
010507,2007-09-30,2007,3,INDL,C,D,STD,29299K005,USD,2007Q3,2007Q3,27241.0000,712.0000,25394.0000,A
010507,2007-12-31,2007,4,INDL,C,D,STD,29299K005,USD,2007Q4,2007Q4,63784.0000,337.0000,57099.0000,A
010507,2008-03-31,2008,1,INDL,C,D,STD,29299K005,USD,2008Q1,2008Q1,67084.0000,146.0000,62072.0000,A
010507,2008-06-30,2008,2,INDL,C,D,STD,29299K005,USD,2008Q2,2008Q2,73367.0000,417.0000,71275.0000,A
010507,2008-09-30,2008,3,INDL,C,D,STD,29299K005,USD,2008Q3,2008Q3,67491.0000,2242.0000,61858.0000,A
010507,2008-12-31,2008,4,INDL,C,D,STD,29299K005,USD,2008Q4,2008Q4,59263.0000,1886.0000,61440.0000,A
010507,2009-03-31,2009,1,INDL,C,D,STD,29299K005,USD,2009Q1,2009Q1,61388.0000,1988.0000,63078.0000,A
010507,2009-06-30,2009,2,INDL,C,D,STD,29299K005,USD,2009Q2,2009Q2,60009.0000,1602.0000,61804.0000,A
010507,2009-09-30,2009,3,INDL,C,D,STD,29299K005,USD,2009Q3,2009Q3,59651.0000,2206.0000,61465.0000,A
010507,2009-12-31,2009,4,INDL,C,D,STD,29299K005,USD,2009Q4,2009Q4,59662.0000,1662.0000,61498.0000,A
010507,2010-03-31,2010,1,INDL,C,D,STD,29299K005,USD,2010Q1,2010Q1,52794.0000,1345.0000,55599.0000,A
010507,2010-06-30,2010,2,INDL,C,D,STD,29299K005,USD,2010Q2,2010Q2,51042.0000,1217.0000,54250.0000,A
010507,2010-09-30,2010,3,INDL,C,D,STD,29299K005,USD,2010Q3,2010Q3,47114.0000,683.0000,53182.0000,A
010507,2010-12-31,2010,4,INDL,C,D,STD,29299K005,USD,2010Q4,2010Q4,46388.0000,1567.0000,52299.0000,A
010507,2011-03-31,2011,1,INDL,C,D,STD,29299K005,USD,2011Q1,2011Q1,45129.0000,1366.0000,51384.0000,A
010519,2004-06-30,2004,2,INDL,C,D,STD,883203101,USD,2004Q2,2004Q2,15436.0000,873.0000,11685.0000,A
010519,2004-09-30,2004,3,INDL,C,D,STD,883203101,USD,2004Q3,2004Q3,15552.0000,810.0000,11781.0000,A
010519,2004-12-31,2004,4,INDL,C,D,STD,883203101,USD,2004Q4,2004Q4,15875.0000,732.0000,12223.0000,A
010519,2005-03-31,2005,1,INDL,C,D,STD,883203101,USD,2005Q1,2005Q1,16085.0000,560.0000,12444.0000,A
010519,2005-06-30,2005,2,INDL,C,D,STD,883203101,USD,2005Q2,2005Q2,15921.0000,661.0000,12317.0000,A
010519,2005-09-30,2005,3,INDL,C,D,STD,883203101,USD,2005Q3,2005Q3,15901.0000,601.0000,12616.0000,A
010519,2005-12-31,2005,4,INDL,C,D,STD,883203101,USD,2005Q4,2005Q4,16499.0000,796.0000,13223.0000,A
010519,2006-03-31,2006,1,INDL,C,D,STD,883203101,USD,2006Q1,2006Q1,17050.0000,545.0000,13723.0000,A
010519,2006-06-30,2006,2,INDL,C,D,STD,883203101,USD,2006Q2,2006Q2,17350.0000,325.0000,14328.0000,A
010519,2006-09-30,2006,3,INDL,C,D,STD,883203101,USD,2006Q3,2006Q3,17442.0000,822.0000,14401.0000,A
010519,2006-12-31,2006,4,INDL,C,D,STD,883203101,USD,2006Q4,2006Q4,17550.0000,780.0000,14901.0000,A
010519,2007-03-31,2007,1,INDL,C,D,STD,883203101,USD,2007Q1,2007Q1,17702.0000,585.0000,15024.0000,A
010519,2007-06-30,2007,2,INDL,C,D,STD,883203101,USD,2007Q2,2007Q2,18123.0000,697.0000,15190.0000,A
010519,2007-09-30,2007,3,INDL,C,D,STD,883203101,USD,2007Q3,2007Q3,18436.0000,942.0000,15291.0000,A
010519,2007-12-31,2007,4,INDL,C,D,STD,883203101,USD,2007Q4,2007Q4,19956.0000,531.0000,16449.0000,A
010519,2008-03-31,2008,1,INDL,C,D,STD,883203101,USD,2008Q1,2008Q1,20766.0000,361.0000,17172.0000,A
010519,2008-06-30,2008,2,INDL,C,D,STD,883203101,USD,2008Q2,2008Q2,20696.0000,480.0000,16908.0000,A
010519,2008-09-30,2008,3,INDL,C,D,STD,883203101,USD,2008Q3,2008Q3,20686.0000,357.0000,17147.0000,A
010519,2008-12-31,2008,4,INDL,C,D,STD,883203101,USD,2008Q4,2008Q4,20020.0000,547.0000,17654.0000,A
010519,2009-03-31,2009,1,INDL,C,D,STD,883203101,USD,2009Q1,2009Q1,20516.0000,1691.0000,18048.0000,A
010519,2009-06-30,2009,2,INDL,C,D,STD,883203101,USD,2009Q2,2009Q2,19844.0000,1885.0000,16924.0000,A
010519,2009-09-30,2009,3,INDL,C,D,STD,883203101,USD,2009Q3,2009Q3,19958.0000,2576.0000,16996.0000,A
010519,2009-12-31,2009,4,INDL,C,D,STD,883203101,USD,2009Q4,2009Q4,18940.0000,1892.0000,16114.0000,A
010519,2010-03-31,2010,1,INDL,C,D,STD,883203101,USD,2010Q1,2010Q1,18110.0000,1509.0000,15269.0000,A
010519,2010-06-30,2010,2,INDL,C,D,STD,883203101,USD,2010Q2,2010Q2,17123.0000,1191.0000,14209.0000,A
010519,2010-09-30,2010,3,INDL,C,D,STD,883203101,USD,2010Q3,2010Q3,16013.0000,991.0000,13027.0000,A
010519,2010-12-31,2010,4,INDL,C,D,STD,883203101,USD,2010Q4,2010Q4,15282.0000,931.0000,12310.0000,A
010519,2011-03-31,2011,1,INDL,C,D,STD,883203101,USD,2011Q1,2011Q1,15059.0000,1022.0000,12007.0000,A
010540,2004-06-30,2004,2,INDL,C,D,STD,884315102,USD,2004Q2,2004Q2,1694.4960,269.4300,925.2460,I
010540,2004-09-30,2004,3,INDL,C,D,STD,884315102,USD,2004Q3,2004Q3,1758.5010,336.3240,942.4970,I
010540,2004-12-31,2004,4,INDL,C,D,STD,884315102,USD,2004Q4,2004Q4,1755.7520,337.7170,854.0330,I
010540,2005-03-31,2005,1,INDL,C,D,STD,884315102,USD,2005Q1,2005Q1,1789.5170,337.5280,856.9380,I
010540,2005-06-30,2005,2,INDL,C,D,STD,884315102,USD,2005Q2,2005Q2,1827.7330,371.2330,863.5540,I
010540,2005-09-30,2005,3,INDL,C,D,STD,884315102,USD,2005Q3,2005Q3,1891.3880,435.6310,874.3280,I
010540,2005-12-31,2005,4,INDL,C,D,STD,884315102,USD,2005Q4,2005Q4,1920.3960,508.8960,867.8060,I
010540,2006-03-31,2006,1,INDL,C,D,STD,884315102,USD,2006Q1,2006Q1,1855.5690,392.2450,723.0890,I
010540,2006-06-30,2006,2,INDL,C,D,STD,884315102,USD,2006Q2,2006Q2,1762.4720,255.9300,719.4520,I
010540,2006-09-30,2006,3,INDL,C,D,STD,884315102,USD,2006Q3,2006Q3,1830.8790,296.1830,732.6950,I
010540,2006-12-31,2006,4,INDL,C,D,STD,884315102,USD,2006Q4,2006Q4,1830.2230,371.3390,761.8640,I
010540,2007-03-31,2007,1,INDL,C,D,STD,884315102,USD,2007Q1,2007Q1,1793.6810,310.1800,766.7570,I
010540,2007-06-30,2007,2,INDL,C,D,STD,884315102,USD,2007Q2,2007Q2,1860.9580,338.3910,782.9270,I
010540,2007-09-30,2007,3,INDL,C,D,STD,884315102,USD,2007Q3,2007Q3,1996.6420,104.9210,836.6020,I
010540,2007-12-31,2007,4,INDL,C,D,STD,884315102,USD,2007Q4,2007Q4,2567.7860,166.8300,1338.8520,I
010540,2008-03-31,2008,1,INDL,C,D,STD,884315102,USD,2008Q1,2008Q1,2684.6040,126.9600,1416.4550,I
010540,2008-06-30,2008,2,INDL,C,D,STD,884315102,USD,2008Q2,2008Q2,2748.0480,296.5850,1317.8470,I
010540,2008-09-30,2008,3,INDL,C,D,STD,884315102,USD,2008Q3,2008Q3,2594.7950,211.4590,1224.2960,I
010540,2008-12-31,2008,4,INDL,C,D,STD,884315102,USD,2008Q4,2008Q4,2410.6020,300.5770,1265.9450,I
010540,2009-03-31,2009,1,INDL,C,D,STD,884315102,USD,2009Q1,2009Q1,2331.8070,259.2320,1175.7340,I
010540,2009-06-30,2009,2,INDL,C,D,STD,884315102,USD,2009Q2,2009Q2,2365.5410,288.1630,1143.0710,I
010540,2009-09-30,2009,3,INDL,C,D,STD,884315102,USD,2009Q3,2009Q3,2429.8620,360.4720,1152.9880,I
010540,2009-12-31,2009,4,INDL,C,D,STD,884315102,USD,2009Q4,2009Q4,2453.4070,481.5310,1112.1980,I
010540,2010-03-31,2010,1,INDL,C,D,STD,884315102,USD,2010Q1,2010Q1,2496.0340,469.4420,1125.2930,I
010540,2010-06-30,2010,2,INDL,C,D,STD,884315102,USD,2010Q2,2010Q2,2544.3300,388.5450,1177.6530,I
010540,2010-09-30,2010,3,INDL,C,D,STD,884315102,USD,2010Q3,2010Q3,2617.9740,438.1400,1187.0880,I
010540,2010-12-31,2010,4,INDL,C,D,STD,884315102,USD,2010Q4,2010Q4,2632.3930,455.5560,1165.6110,I
010540,2011-03-31,2011,1,INDL,C,D,STD,884315102,USD,2011Q1,2011Q1,2706.9530,434.6420,1147.8690,I
010581,2004-06-30,2004,2,INDL,C,D,STD,887389104,USD,2004Q2,2004Q2,3845.9260,67.4690,2727.1270,A
010581,2004-09-30,2004,3,INDL,C,D,STD,887389104,USD,2004Q3,2004Q3,3919.6930,52.8710,2774.1670,A
010581,2004-12-31,2004,4,INDL,C,D,STD,887389104,USD,2004Q4,2004Q4,3938.5000,50.9670,2668.6520,A
010581,2005-03-31,2005,1,INDL,C,D,STD,887389104,USD,2005Q1,2005Q1,4053.2400,51.7680,2745.2490,A
010581,2005-06-30,2005,2,INDL,C,D,STD,887389104,USD,2005Q2,2005Q2,4085.9430,66.9800,2743.7800,A
010581,2005-09-30,2005,3,INDL,C,D,STD,887389104,USD,2005Q3,2005Q3,4107.8220,63.1050,2703.8920,A
010581,2005-12-31,2005,4,INDL,C,D,STD,887389104,USD,2005Q4,2005Q4,3993.7340,65.4170,2496.6670,A
010581,2006-03-31,2006,1,INDL,C,D,STD,887389104,USD,2006Q1,2006Q1,4083.8110,31.2850,2511.5890,A
010581,2006-06-30,2006,2,INDL,C,D,STD,887389104,USD,2006Q2,2006Q2,4095.9380,38.7520,2434.6360,A
010581,2006-09-30,2006,3,INDL,C,D,STD,887389104,USD,2006Q3,2006Q3,4144.0540,54.0690,2446.7510,A
010581,2006-12-31,2006,4,INDL,C,D,STD,887389104,USD,2006Q4,2006Q4,4031.5330,101.0720,2555.3530,A
010581,2007-03-31,2007,1,INDL,C,D,STD,887389104,USD,2007Q1,2007Q1,4124.0630,100.8180,2561.8060,A
010581,2007-06-30,2007,2,INDL,C,D,STD,887389104,USD,2007Q2,2007Q2,4165.6460,73.3390,2487.2530,A
010581,2007-09-30,2007,3,INDL,C,D,STD,887389104,USD,2007Q3,2007Q3,4197.0520,87.7670,2442.7790,A
010581,2007-12-31,2007,4,INDL,C,D,STD,887389104,USD,2007Q4,2007Q4,4379.2370,30.1440,2418.5680,A
010581,2008-03-31,2008,1,INDL,C,D,STD,887389104,USD,2008Q1,2008Q1,4651.2440,68.2060,2581.7510,A
010581,2008-06-30,2008,2,INDL,C,D,STD,887389104,USD,2008Q2,2008Q2,4794.8790,74.7350,2616.7060,A
010581,2008-09-30,2008,3,INDL,C,D,STD,887389104,USD,2008Q3,2008Q3,4707.1190,94.7090,2500.4170,A
010581,2008-12-31,2008,4,INDL,C,D,STD,887389104,USD,2008Q4,2008Q4,4536.0500,139.9460,2895.7530,A
010581,2009-03-31,2009,1,INDL,C,D,STD,887389104,USD,2009Q1,2009Q1,4317.8730,112.0120,2707.0070,A
010581,2009-06-30,2009,2,INDL,C,D,STD,887389104,USD,2009Q2,2009Q2,4222.1550,277.0860,2621.0080,A
010581,2009-09-30,2009,3,INDL,C,D,STD,887389104,USD,2009Q3,2009Q3,4458.0210,631.0360,2867.0480,A
010581,2009-12-31,2009,4,INDL,C,D,STD,887389104,USD,2009Q4,2009Q4,4006.8930,762.4930,2411.3250,A
010581,2010-03-31,2010,1,INDL,C,D,STD,887389104,USD,2010Q1,2010Q1,3988.1140,709.3010,2358.6250,A
010581,2010-06-30,2010,2,INDL,C,D,STD,887389104,USD,2010Q2,2010Q2,4005.1000,796.2000,2346.8000,A
010581,2010-09-30,2010,3,INDL,C,D,STD,887389104,USD,2010Q3,2010Q3,4249.0000,899.8000,2455.0000,A
010581,2010-12-31,2010,4,INDL,C,D,STD,887389104,USD,2010Q4,2010Q4,4180.4000,892.1000,2238.6000,A
010581,2011-03-31,2011,1,INDL,C,D,STD,887389104,USD,2011Q1,2011Q1,4180.6000,642.4000,2114.3000,A
010614,2004-06-30,2004,2,INDL,C,D,STD,37959E102,USD,2004Q2,2004Q2,13433.1150,37.4460,10279.6080,A
010614,2004-09-30,2004,3,INDL,C,D,STD,37959E102,USD,2004Q3,2004Q3,13891.4720,43.9680,10547.4220,A
010614,2004-12-31,2004,4,INDL,C,D,STD,37959E102,USD,2004Q4,2004Q4,14252.2000,326.0000,10832.4000,A
010614,2005-03-31,2005,1,INDL,C,D,STD,37959E102,USD,2005Q1,2005Q1,14166.1000,25.2000,10884.0000,A
010614,2005-06-30,2005,2,INDL,C,D,STD,37959E102,USD,2005Q2,2005Q2,14651.0450,46.2770,11196.0370,A
010614,2005-09-30,2005,3,INDL,C,D,STD,37959E102,USD,2005Q3,2005Q3,14660.7190,44.8010,11301.0130,A
010614,2005-12-31,2005,4,INDL,C,D,STD,37959E102,USD,2005Q4,2005Q4,14768.9030,396.5220,11336.1350,A
010614,2006-03-31,2006,1,INDL,C,D,STD,37959E102,USD,2006Q1,2006Q1,14755.0860,29.5660,11530.6720,A
010614,2006-06-30,2006,2,INDL,C,D,STD,37959E102,USD,2006Q2,2006Q2,14782.4790,82.6780,11655.0690,A
010614,2006-09-30,2006,3,INDL,C,D,STD,37959E102,USD,2006Q3,2006Q3,14935.3520,110.3520,11570.8010,A
010614,2006-12-31,2006,4,INDL,C,D,STD,37959E102,USD,2006Q4,2006Q4,14980.3550,555.6460,11521.1620,A
010614,2007-03-31,2007,1,INDL,C,D,STD,37959E102,USD,2007Q1,2007Q1,15056.7910,106.9050,11661.2980,A
010614,2007-06-30,2007,2,INDL,C,D,STD,37959E102,USD,2007Q2,2007Q2,15097.8680,118.5680,11850.0840,A
010614,2007-09-30,2007,3,INDL,C,D,STD,37959E102,USD,2007Q3,2007Q3,15154.1350,108.1070,11890.2510,A
010614,2007-12-31,2007,4,INDL,C,D,STD,37959E102,USD,2007Q4,2007Q4,15241.4280,429.1410,11916.8010,A
010614,2008-03-31,2008,1,INDL,C,D,STD,37959E102,USD,2008Q1,2008Q1,14972.3490,92.3120,11892.5290,A
010614,2008-06-30,2008,2,INDL,C,D,STD,37959E102,USD,2008Q2,2008Q2,14743.7450,90.2920,11770.1610,A
010614,2008-09-30,2008,3,INDL,C,D,STD,37959E102,USD,2008Q3,2008Q3,13950.3660,82.3000,11509.3990,A
010614,2008-12-31,2008,4,INDL,C,D,STD,37959E102,USD,2008Q4,2008Q4,13529.0500,716.4940,11306.1430,A
010614,2009-03-31,2009,1,INDL,C,D,STD,37959E102,USD,2009Q1,2009Q1,13245.7500,812.6900,11270.1490,A
010614,2009-06-30,2009,2,INDL,C,D,STD,37959E102,USD,2009Q2,2009Q2,14707.7250,1402.6960,12084.7430,A
010614,2009-09-30,2009,3,INDL,C,D,STD,37959E102,USD,2009Q3,2009Q3,15849.9700,747.9760,12534.7110,A
010614,2009-12-31,2009,4,INDL,C,D,STD,37959E102,USD,2009Q4,2009Q4,16023.7590,907.4460,12624.8680,A
010614,2010-03-31,2010,1,INDL,C,D,STD,37959E102,USD,2010Q1,2010Q1,16601.3710,720.7650,12924.3490,A
010614,2010-06-30,2010,2,INDL,C,D,STD,37959E102,USD,2010Q2,2010Q2,16950.2090,583.0100,13004.9930,A
010614,2010-09-30,2010,3,INDL,C,D,STD,37959E102,USD,2010Q3,2010Q3,17716.4670,390.0410,13448.7730,A
010614,2010-12-31,2010,4,INDL,C,D,STD,37959E102,USD,2010Q4,2010Q4,16159.7620,758.3390,12143.5210,A
010614,2011-03-31,2011,1,INDL,C,D,STD,37959E102,USD,2011Q1,2011Q1,16325.2470,661.1950,12366.0820,A
010639,2004-07-31,2004,2,INDL,C,D,STD,892335936,USD,2004Q2,2004Q2,8942.0000,1063.0000,4705.0000,A
010639,2004-10-31,2004,3,INDL,C,D,STD,892335936,USD,2004Q3,2004Q3,9718.0000,748.0000,5444.0000,A
010639,2005-01-31,2004,4,INDL,C,D,STD,892335936,USD,2004Q4,2004Q4,9768.0000,2203.0000,5443.0000,A
010639,2005-04-30,2005,1,INDL,C,D,STD,892335936,USD,2005Q1,2005Q1,9590.0000,1855.0000,5228.0000,A
010639,2005-07-31,2005,2,INDL,C,D,STD,892335936,USD,2005Q2,2005Q2,8432.0000,453.0000,9161.0000,A
010639,2005-10-31,2005,3,INDL,C,D,STD,892335936,USD,2005Q3,2005Q3,9326.0000,324.0000,10185.0000,A
010639,2006-01-31,2005,4,INDL,C,D,STD,892335936,USD,2005Q4,2005Q4,8366.0000,981.0000,9090.0000,A
010639,2006-04-30,2006,1,INDL,C,D,STD,892335936,USD,2006Q1,2006Q1,9095.0000,443.0000,9715.0000,A
010639,2006-07-31,2006,2,INDL,C,D,STD,892335936,USD,2006Q2,2006Q2,9231.0000,664.0000,9977.0000,A
010639,2006-10-31,2006,3,INDL,C,D,STD,892335936,USD,2006Q3,2006Q3,9909.0000,393.0000,10656.0000,A
010639,2007-01-31,2006,4,INDL,C,D,STD,892335936,USD,2006Q4,2006Q4,8295.0000,765.0000,8836.0000,A
