gvkey,datadate,fyearq,fqtr,indfmt,consol,popsrc,datafmt,cusip,curcdq,datacqtr,datafqtr,atq,cheq,ltq,costat,mkvaltq
009411,2007-12-31,2008,2,INDL,C,D,STD,432589109,USD,2007Q4,2008Q2,12079.0000,1499.0000,8936.0000,I,11437.5144
009411,2008-03-31,2008,3,INDL,C,D,STD,432589109,USD,2008Q1,2008Q3,11792.0000,1258.0000,8405.0000,I,9874.1719
009411,2008-06-30,2008,4,INDL,C,D,STD,432589109,USD,2008Q2,2008Q4,10830.0000,1284.0000,8000.0000,I,8652.8978
009411,2008-09-30,2009,1,INDL,C,D,STD,432589109,USD,2008Q3,2009Q1,10496.0000,1227.0000,7744.0000,I,8928.3491
009411,2008-12-31,2009,2,INDL,C,D,STD,432589109,USD,2008Q4,2009Q2,9355.0000,562.0000,7042.0000,I,6809.3758
009411,2009-03-31,2009,3,INDL,C,D,STD,432589109,USD,2009Q1,2009Q3,9008.0000,665.0000,6835.0000,I,5620.6904
009411,2009-06-30,2009,4,INDL,C,D,STD,432589109,USD,2009Q2,2009Q4,9417.0000,959.0000,7359.0000,I,6789.6221
009411,2009-09-30,2010,1,INDL,C,D,STD,432589109,USD,2009Q3,2010Q1,10004.0000,1263.0000,7454.0000,I,7767.9888
009411,2009-12-31,2010,2,INDL,C,D,STD,432589109,USD,2009Q4,2010Q2,9930.0000,1331.0000,7148.0000,I,8493.4307
009411,2010-03-31,2010,3,INDL,C,D,STD,432589109,USD,2010Q1,2010Q3,9144.0000,935.0000,7354.0000,I,9211.4911
009411,2010-06-30,2010,4,INDL,C,D,STD,432589109,USD,2010Q2,2010Q4,8836.0000,955.0000,7321.0000,I,9335.8638
009411,2010-09-30,2011,1,INDL,C,D,STD,432589109,USD,2010Q3,2011Q1,9254.0000,1125.0000,7739.0000,I,8585.3424
009411,2010-12-31,2011,2,INDL,C,D,STD,432589109,USD,2010Q4,2011Q2,9642.0000,2151.0000,7577.0000,I,10898.9944
009411,2011-03-31,2011,3,INDL,C,D,STD,432589109,USD,2011Q1,2011Q3,9612.0000,2132.0000,8038.0000,I,10338.7347
009445,2005-03-31,2005,1,INDL,C,D,STD,80589M102,USD,2005Q1,2005Q1,8943.0000,329.0000,6287.0000,I,
009445,2005-06-30,2005,2,INDL,C,D,STD,80589M102,USD,2005Q2,2005Q2,8761.0000,146.0000,6087.0000,I,
009445,2005-09-30,2005,3,INDL,C,D,STD,80589M102,USD,2005Q3,2005Q3,8958.0000,171.0000,6202.0000,I,
009445,2005-12-31,2005,4,INDL,C,D,STD,80589M102,USD,2005Q4,2005Q4,9519.0000,62.0000,6728.0000,I,
009445,2006-03-31,2006,1,INDL,C,D,STD,80589M102,USD,2006Q1,2006Q1,9360.0000,109.0000,6500.0000,I,4531.5137
009445,2006-06-30,2006,2,INDL,C,D,STD,80589M102,USD,2006Q2,2006Q2,9398.0000,160.0000,6511.0000,I,4475.5115
009445,2006-09-30,2006,3,INDL,C,D,STD,80589M102,USD,2006Q3,2006Q3,9431.0000,101.0000,6497.0000,I,4691.2134
009445,2006-12-31,2006,4,INDL,C,D,STD,80589M102,USD,2006Q4,2006Q4,9817.0000,201.0000,6857.0000,I,4752.5400
009445,2007-03-31,2007,1,INDL,C,D,STD,80589M102,USD,2007Q1,2007Q1,9604.0000,52.0000,6595.0000,I,5036.4281
009445,2007-06-30,2007,2,INDL,C,D,STD,80589M102,USD,2007Q2,2007Q2,9662.0000,90.0000,6655.0000,I,4467.1029
009445,2007-09-30,2007,3,INDL,C,D,STD,80589M102,USD,2007Q3,2007Q3,9814.0000,127.0000,6771.0000,I,4519.6021
009445,2007-12-31,2007,4,INDL,C,D,STD,80589M102,USD,2007Q4,2007Q4,10165.0000,134.0000,7092.0000,I,4931.5500
009445,2008-03-31,2008,1,INDL,C,D,STD,80589M102,USD,2008Q1,2008Q1,10249.0000,178.0000,7114.0000,I,4267.6057
009445,2008-06-30,2008,2,INDL,C,D,STD,80589M102,USD,2008Q2,2008Q2,10518.0000,150.0000,7370.0000,I,4328.2970
009445,2008-09-30,2008,3,INDL,C,D,STD,80589M102,USD,2008Q3,2008Q3,10624.0000,122.0000,7451.0000,I,4574.9757
009445,2008-12-31,2008,4,INDL,C,D,STD,80589M102,USD,2008Q4,2008Q4,11502.0000,272.0000,8344.0000,I,4200.8000
009445,2009-03-31,2009,1,INDL,C,D,STD,80589M102,USD,2009Q1,2009Q1,11602.0000,448.0000,8261.0000,I,3763.1125
009445,2009-06-30,2009,2,INDL,C,D,STD,80589M102,USD,2009Q2,2009Q2,11720.0000,390.0000,8337.0000,I,3978.1595
009445,2009-09-30,2009,3,INDL,C,D,STD,80589M102,USD,2009Q3,2009Q3,11648.0000,103.0000,8190.0000,I,4297.3417
009445,2009-12-31,2009,4,INDL,C,D,STD,80589M102,USD,2009Q4,2009Q4,12094.0000,162.0000,8686.0000,I,4634.6400
009445,2010-03-31,2010,1,INDL,C,D,STD,80589M102,USD,2010Q1,2010Q1,12142.0000,157.0000,8648.0000,I,4676.3840
009445,2010-06-30,2010,2,INDL,C,D,STD,80589M102,USD,2010Q2,2010Q2,12252.0000,82.0000,8708.0000,I,4527.9670
009445,2010-09-30,2010,3,INDL,C,D,STD,80589M102,USD,2010Q3,2010Q3,12602.0000,27.0000,9018.0000,I,5129.6314
009445,2010-12-31,2010,4,INDL,C,D,STD,80589M102,USD,2010Q4,2010Q4,12968.0000,55.0000,9266.0000,I,5156.2000
009445,2011-03-31,2011,1,INDL,C,D,STD,80589M102,USD,2011Q1,2011Q1,12873.0000,122.0000,9073.0000,I,5056.2104
009611,2005-03-31,2005,1,INDL,C,D,STD,817565104,USD,2005Q1,2005Q1,7791.7510,320.4930,3409.9940,A,
009611,2005-06-30,2005,2,INDL,C,D,STD,817565104,USD,2005Q2,2005Q2,7742.0800,319.9550,3465.1520,A,
009611,2005-09-30,2005,3,INDL,C,D,STD,817565104,USD,2005Q3,2005Q3,7724.9610,492.0590,3477.2140,A,
009611,2005-12-31,2005,4,INDL,C,D,STD,817565104,USD,2005Q4,2005Q4,7544.7690,446.7820,3252.7840,A,
009611,2006-03-31,2006,1,INDL,C,D,STD,817565104,USD,2006Q1,2006Q1,7694.3070,490.4080,3334.2850,A,2304.5490
009611,2006-06-30,2006,2,INDL,C,D,STD,817565104,USD,2006Q2,2006Q2,7670.7000,529.1710,3314.8910,A,2380.2255
009611,2006-09-30,2006,3,INDL,C,D,STD,817565104,USD,2006Q3,2006Q3,7643.8380,636.6330,3334.1630,A,2734.0608
009611,2006-12-31,2006,4,INDL,C,D,STD,817565104,USD,2006Q4,2006Q4,9729.3890,39.8800,4698.6850,A,3005.5255
009611,2007-03-31,2007,1,INDL,C,D,STD,817565104,USD,2007Q1,2007Q1,9749.6550,78.0930,4658.1110,A,3496.2687
009611,2007-06-30,2007,2,INDL,C,D,STD,817565104,USD,2007Q2,2007Q2,9740.9930,222.7850,4568.7410,A,3681.9691
009611,2007-09-30,2007,3,INDL,C,D,STD,817565104,USD,2007Q3,2007Q3,9408.7930,287.7380,4391.2340,A,3614.0511
009611,2007-12-31,2007,4,INDL,C,D,STD,817565104,USD,2007Q4,2007Q4,8932.2440,168.5940,4143.2830,A,3693.1549
009611,2008-03-31,2008,1,INDL,C,D,STD,817565104,USD,2008Q1,2008Q1,8748.0800,132.4750,4170.9880,A,2641.9669
009611,2008-06-30,2008,2,INDL,C,D,STD,817565104,USD,2008Q2,2008Q2,8807.9840,104.7000,4145.7560,A,2535.6469
009611,2008-09-30,2008,3,INDL,C,D,STD,817565104,USD,2008Q3,2008Q3,8756.6680,171.9030,4283.5120,A,2155.4003
009611,2008-12-31,2008,4,INDL,C,D,STD,817565104,USD,2008Q4,2008Q4,8110.8830,128.3970,6817.7040,A,1239.8758
009611,2009-03-31,2009,1,INDL,C,D,STD,817565104,USD,2009Q1,2009Q1,8143.2610,215.9710,6828.6850,A,875.7946
009611,2009-06-30,2009,2,INDL,C,D,STD,817565104,USD,2009Q2,2009Q2,8234.9310,170.3890,6874.7380,A,1375.5074
009611,2009-09-30,2009,3,INDL,C,D,STD,817565104,USD,2009Q3,2009Q3,8563.1970,233.4850,7144.2060,A,1774.8269
009611,2009-12-31,2009,4,INDL,C,D,STD,817565104,USD,2009Q4,2009Q4,8890.9810,179.7450,7408.1930,A,2080.3992
009611,2010-03-31,2010,1,INDL,C,D,STD,817565104,USD,2010Q1,2010Q1,9066.5370,180.4740,7546.1150,A,2338.7060
009611,2010-06-30,2010,2,INDL,C,D,STD,817565104,USD,2010Q2,2010Q2,8806.0270,152.2420,7322.0530,A,1840.4392
009611,2010-09-30,2010,3,INDL,C,D,STD,817565104,USD,2010Q3,2010Q3,8950.4970,135.8130,7479.7530,A,2108.8227
009611,2010-12-31,2010,4,INDL,C,D,STD,817565104,USD,2010Q4,2010Q4,9190.5400,170.8460,7710.5920,A,1988.5388
009611,2011-03-31,2011,1,INDL,C,D,STD,817565104,USD,2011Q1,2011Q1,9320.2460,210.3070,7825.5370,A,2641.8469
009774,2005-01-31,2004,3,INDL,C,D,STD,83299A004,USD,2004Q4,2004Q3,5639.4000,94.5000,3795.6000,A,
009774,2005-04-30,2004,4,INDL,C,D,STD,83299A004,USD,2005Q1,2004Q4,5704.8000,86.8000,3780.5000,A,
009774,2005-07-31,2005,1,INDL,C,D,STD,83299A004,USD,2005Q2,2005Q1,5652.3000,101.5000,3731.8000,A,
009774,2005-10-31,2005,2,INDL,C,D,STD,83299A004,USD,2005Q3,2005Q2,5910.7000,79.4000,3962.1000,A,
009774,2006-01-31,2005,3,INDL,C,D,STD,83299A004,USD,2005Q4,2005Q3,5851.0000,83.4000,3807.9000,A,
009774,2006-04-30,2005,4,INDL,C,D,STD,83299A004,USD,2006Q1,2005Q4,6176.5000,89.4000,4130.0000,A,
009774,2006-07-31,2006,1,INDL,C,D,STD,83299A004,USD,2006Q2,2006Q1,6310.5000,89.5000,4237.5000,A,3163.1279
009774,2006-10-31,2006,2,INDL,C,D,STD,83299A004,USD,2006Q3,2006Q2,6876.5000,84.1000,4755.5000,A,2993.5718
009774,2007-01-31,2006,3,INDL,C,D,STD,83299A004,USD,2006Q4,2006Q3,6880.7000,65.1000,4665.7000,A,2941.7502
009774,2007-04-30,2006,4,INDL,C,D,STD,83299A004,USD,2007Q1,2006Q4,6968.6000,57.8000,4713.9000,A,3436.8017
009774,2007-07-31,2007,1,INDL,C,D,STD,83299A004,USD,2007Q2,2007Q1,8129.2000,60.2000,5208.0000,A,4169.1838
009774,2007-10-31,2007,2,INDL,C,D,STD,83299A004,USD,2007Q3,2007Q2,8434.1000,80.3000,5479.5000,A,3850.3237
009774,2008-01-31,2007,3,INDL,C,D,STD,83299A004,USD,2007Q4,2007Q3,8504.4000,63.9000,5505.7000,A,3740.2963
009774,2008-04-30,2007,4,INDL,C,D,STD,83299A004,USD,2008Q1,2007Q4,8867.9000,57.3000,5802.8000,A,3854.5346
009774,2008-07-31,2008,1,INDL,C,D,STD,83299A004,USD,2008Q2,2008Q1,9080.7000,59.8000,5937.2000,A,3037.4868
009774,2008-10-31,2008,2,INDL,C,D,STD,83299A004,USD,2008Q3,2008Q2,8372.9000,42.6000,5384.8000,A,1510.4300
009774,2009-01-31,2008,3,INDL,C,D,STD,83299A004,USD,2008Q4,2008Q3,7562.6000,90.6000,4791.8000,A,1704.2590
009774,2009-04-30,2008,4,INDL,C,D,STD,83299A004,USD,2009Q1,2008Q4,7202.5000,119.0000,4622.9000,A,1240.5053
009774,2009-07-31,2009,1,INDL,C,D,STD,83299A004,USD,2009Q2,2009Q1,7589.3000,506.6000,4969.7000,A,1945.4684
009774,2009-10-31,2009,2,INDL,C,D,STD,83299A004,USD,2009Q3,2009Q2,7720.8000,464.8000,4800.8000,A,2212.2522
009774,2010-01-31,2009,3,INDL,C,D,STD,83299A004,USD,2009Q4,2009Q3,7704.4000,401.7000,4797.6000,A,2497.4902
009774,2010-04-30,2009,4,INDL,C,D,STD,83299A004,USD,2010Q1,2009Q4,7708.9000,451.2000,4948.7000,A,3110.7650
009774,2010-07-31,2010,1,INDL,C,D,STD,83299A004,USD,2010Q2,2010Q1,7596.4000,542.4000,4792.9000,A,2365.6853
009774,2010-10-31,2010,2,INDL,C,D,STD,83299A004,USD,2010Q3,2010Q2,7893.3000,429.2000,4781.5000,A,2780.7513
009774,2011-01-31,2010,3,INDL,C,D,STD,83299A004,USD,2010Q4,2010Q3,7700.1000,577.9000,4446.9000,A,3306.1152
009774,2011-04-30,2010,4,INDL,C,D,STD,83299A004,USD,2011Q1,2010Q4,7611.8000,374.7000,4063.2000,A,3912.8448
009778,2005-03-31,2005,1,INDL,C,D,STD,833034101,USD,2005Q1,2005Q1,2252.4000,145.4000,1176.2000,A,
009778,2005-06-30,2005,2,INDL,C,D,STD,833034101,USD,2005Q2,2005Q2,2177.7000,130.6000,1139.8000,A,
009778,2005-09-30,2005,3,INDL,C,D,STD,833034101,USD,2005Q3,2005Q3,2160.6000,178.3000,1125.8000,A,
009778,2005-12-31,2005,4,INDL,C,D,STD,833034101,USD,2005Q4,2005Q4,2008.4000,170.4000,1029.8000,A,
009778,2006-03-31,2006,1,INDL,C,D,STD,833034101,USD,2006Q1,2006Q1,2072.0000,182.9000,1095.1000,A,2214.4289
009778,2006-06-30,2006,2,INDL,C,D,STD,833034101,USD,2006Q2,2006Q2,2107.2000,190.1000,1106.3000,A,2344.4408
009778,2006-09-30,2006,3,INDL,C,D,STD,833034101,USD,2006Q3,2006Q3,2169.5000,246.0000,1138.1000,A,2596.2849
009778,2006-12-31,2006,4,INDL,C,D,STD,833034101,USD,2006Q4,2006Q4,2654.5000,63.4000,1561.4000,A,2771.2664
009778,2007-03-31,2007,1,INDL,C,D,STD,833034101,USD,2007Q1,2007Q1,2680.4000,61.3000,1587.2000,A,2787.4912
009778,2007-06-30,2007,2,INDL,C,D,STD,833034101,USD,2007Q2,2007Q2,2660.3000,72.0000,1523.3000,A,2925.8928
009778,2007-09-30,2007,3,INDL,C,D,STD,833034101,USD,2007Q3,2007Q3,2725.9000,92.6000,1533.3000,A,2851.9683
009778,2007-12-31,2007,4,INDL,C,D,STD,833034101,USD,2007Q4,2007Q4,2765.1000,93.0000,1467.7000,A,2770.3750
009778,2008-03-31,2008,1,INDL,C,D,STD,833034101,USD,2008Q1,2008Q1,2910.3000,114.3000,1523.4000,A,2923.6716
009778,2008-06-30,2008,2,INDL,C,D,STD,833034101,USD,2008Q2,2008Q2,2945.6000,140.6000,1530.3000,A,2986.9343
009778,2008-09-30,2008,3,INDL,C,D,STD,833034101,USD,2008Q3,2008Q3,2879.5000,118.3000,1499.3000,A,3024.3165
009778,2008-12-31,2008,4,INDL,C,D,STD,833034101,USD,2008Q4,2008Q4,2710.3000,115.8000,1501.5000,A,2262.0660
009778,2009-03-31,2009,1,INDL,C,D,STD,833034101,USD,2009Q1,2009Q1,2876.8000,400.7000,1703.1000,A,1445.8353
009778,2009-06-30,2009,2,INDL,C,D,STD,833034101,USD,2009Q2,2009Q2,3007.0000,524.4000,1720.8000,A,1658.6716
009778,2009-09-30,2009,3,INDL,C,D,STD,833034101,USD,2009Q3,2009Q3,3337.3000,709.0000,2006.8000,A,2006.6948
009778,2009-12-31,2009,4,INDL,C,D,STD,833034101,USD,2009Q4,2009Q4,3447.4000,699.4000,2141.8000,A,2440.3037
009778,2010-03-31,2010,1,INDL,C,D,STD,833034101,USD,2010Q1,2010Q1,3306.2000,472.3000,2018.8000,A,2505.4854
009778,2010-06-30,2010,2,INDL,C,D,STD,833034101,USD,2010Q2,2010Q2,3313.3000,430.8000,2049.0000,A,2376.5028
009778,2010-09-30,2010,3,INDL,C,D,STD,833034101,USD,2010Q3,2010Q3,3457.8000,359.9000,2060.9000,A,2704.5565
009778,2010-12-31,2010,4,INDL,C,D,STD,833034101,USD,2010Q4,2010Q4,3729.4000,572.2000,2325.0000,A,3291.9376
009778,2011-03-31,2011,1,INDL,C,D,STD,833034101,USD,2011Q1,2011Q1,3840.0000,517.3000,2334.4000,A,3494.7713
009783,2005-03-31,2005,1,INDL,C,D,STD,493267108,USD,2005Q1,2005Q1,90263.0000,3797.0000,83101.0000,A,
009783,2005-06-30,2005,2,INDL,C,D,STD,493267108,USD,2005Q2,2005Q2,91015.0000,4064.0000,83663.0000,A,
009783,2005-09-30,2005,3,INDL,C,D,STD,493267108,USD,2005Q3,2005Q3,92323.0000,3954.0000,84801.0000,A,
009783,2005-12-31,2005,4,INDL,C,D,STD,493267108,USD,2005Q4,2005Q4,93126.0000,3850.0000,85528.0000,A,
009783,2006-03-31,2006,1,INDL,C,D,STD,493267108,USD,2006Q1,2006Q1,93391.0000,3526.0000,85753.0000,A,14914.0464
009783,2006-06-30,2006,2,INDL,C,D,STD,493267108,USD,2006Q2,2006Q2,94794.0000,3588.0000,87057.0000,A,14367.3370
009783,2006-09-30,2006,3,INDL,C,D,STD,493267108,USD,2006Q3,2006Q3,96155.0000,3722.0000,88208.0000,A,15078.8851
009783,2006-12-31,2006,4,INDL,C,D,STD,493267108,USD,2006Q4,2006Q4,92337.0000,2759.0000,84634.0000,A,15179.7886
009783,2007-03-31,2007,1,INDL,C,D,STD,493267108,USD,2007Q1,2007Q1,93219.0000,3465.0000,85500.0000,A,14781.2780
009783,2007-06-30,2007,2,INDL,C,D,STD,493267108,USD,2007Q2,2007Q2,94076.0000,2456.0000,86375.0000,A,13366.7975
009783,2007-09-30,2007,3,INDL,C,D,STD,493267108,USD,2007Q3,2007Q3,97366.0000,2639.0000,89546.0000,A,12566.9296
009783,2007-12-31,2007,4,INDL,C,D,STD,493267108,USD,2007Q4,2007Q4,99983.0000,2614.0000,92237.0000,A,9117.1959
009783,2008-03-31,2008,1,INDL,C,D,STD,493267108,USD,2008Q1,2008Q1,101492.0000,2307.0000,92900.0000,A,8781.5585
009783,2008-06-30,2008,2,INDL,C,D,STD,493267108,USD,2008Q2,2008Q2,101544.0000,2738.0000,92838.0000,A,5332.5688
009783,2008-09-30,2008,3,INDL,C,D,STD,493267108,USD,2008Q3,2008Q3,101290.0000,2590.0000,92639.0000,A,5907.4941
009783,2008-12-31,2008,4,INDL,C,D,STD,493267108,USD,2008Q4,2008Q4,104531.0000,6478.0000,94051.0000,A,4217.4170
009783,2009-03-31,2009,1,INDL,C,D,STD,493267108,USD,2009Q1,2009Q1,97834.0000,3554.0000,87660.0000,A,3923.7695
009783,2009-06-30,2009,2,INDL,C,D,STD,493267108,USD,2009Q2,2009Q2,97792.0000,4210.0000,86732.0000,A,4177.5690
009783,2009-09-30,2009,3,INDL,C,D,STD,493267108,USD,2009Q3,2009Q3,96989.0000,3711.0000,85801.0000,A,5710.6335
009783,2009-12-31,2009,4,INDL,C,D,STD,493267108,USD,2009Q4,2009Q4,93287.0000,2214.0000,82354.0000,A,4875.8693
009783,2010-03-31,2010,1,INDL,C,D,STD,493267108,USD,2010Q1,2010Q1,95303.0000,4964.0000,84381.0000,A,6812.6530
009783,2010-06-30,2010,2,INDL,C,D,STD,493267108,USD,2010Q2,2010Q2,94167.0000,2575.0000,83095.0000,A,6771.1604
009783,2010-09-30,2010,3,INDL,C,D,STD,493267108,USD,2010Q3,2010Q3,94043.0000,2694.0000,82655.0000,A,7007.4109
009783,2010-12-31,2010,4,INDL,C,D,STD,493267108,USD,2010Q4,2010Q4,91843.0000,1622.0000,80469.0000,A,7793.3808
009783,2011-03-31,2011,1,INDL,C,D,STD,493267108,USD,2011Q1,2011Q1,90438.0000,4245.0000,80741.0000,A,8470.8629
009815,2005-03-31,2005,1,INDL,C,D,STD,835495102,USD,2005Q1,2005Q1,3063.9990,127.3180,1887.4770,A,
009815,2005-06-30,2005,2,INDL,C,D,STD,835495102,USD,2005Q2,2005Q2,3057.0820,123.1920,1869.2600,A,
009815,2005-09-30,2005,3,INDL,C,D,STD,835495102,USD,2005Q3,2005Q3,3090.6190,140.5790,1854.2400,A,
009815,2005-12-31,2005,4,INDL,C,D,STD,835495102,USD,2005Q4,2005Q4,2981.7400,59.6080,1718.4260,A,
009815,2006-03-31,2006,1,INDL,C,D,STD,835495102,USD,2006Q1,2006Q1,3016.2520,66.1360,1764.9950,A,3363.1555
009815,2006-06-30,2006,2,INDL,C,D,STD,835495102,USD,2006Q2,2006Q2,3020.9850,60.6500,1743.4530,A,3136.4517
009815,2006-09-30,2006,3,INDL,C,D,STD,835495102,USD,2006Q3,2006Q3,3079.1920,117.9250,1741.6440,A,3348.9293
009815,2006-12-31,2006,4,INDL,C,D,STD,835495102,USD,2006Q4,2006Q4,2916.6780,86.4980,1697.6100,A,3826.9330
009815,2007-03-31,2007,1,INDL,C,D,STD,835495102,USD,2007Q1,2007Q1,2966.8990,82.3370,1744.0850,A,3742.7049
009815,2007-06-30,2007,2,INDL,C,D,STD,835495102,USD,2007Q2,2007Q2,3273.8270,78.3020,1968.1640,A,4315.5905
009815,2007-09-30,2007,3,INDL,C,D,STD,835495102,USD,2007Q3,2007Q3,3360.8280,80.8540,2027.5260,A,3000.5861
009815,2007-12-31,2007,4,INDL,C,D,STD,835495102,USD,2007Q4,2007Q4,3340.2430,70.7580,1898.7060,A,3249.4051
009815,2008-03-31,2008,1,INDL,C,D,STD,835495102,USD,2008Q1,2008Q1,3346.6180,74.0290,1893.9790,A,2848.3414
009815,2008-06-30,2008,2,INDL,C,D,STD,835495102,USD,2008Q2,2008Q2,3401.5800,80.8080,1897.0860,A,3080.4535
009815,2008-09-30,2008,3,INDL,C,D,STD,835495102,USD,2008Q3,2008Q3,3325.5450,147.4760,1851.9050,A,2959.9270
009815,2008-12-31,2008,4,INDL,C,D,STD,835495102,USD,2008Q4,2008Q4,3086.4660,101.6550,1923.4910,A,2309.7931
009815,2009-03-31,2009,1,INDL,C,D,STD,835495102,USD,2009Q1,2009Q1,2979.0120,78.5740,1805.2540,A,2093.7411
009815,2009-06-30,2009,2,INDL,C,D,STD,835495102,USD,2009Q2,2009Q2,3037.3710,111.4760,1794.5380,A,2392.3416
009815,2009-09-30,2009,3,INDL,C,D,STD,835495102,USD,2009Q3,2009Q3,3154.9570,194.1180,1836.4390,A,2752.8984
009815,2009-12-31,2009,4,INDL,C,D,STD,835495102,USD,2009Q4,2009Q4,3062.5800,185.2450,1681.9500,A,2929.3583
009815,2010-03-31,2010,1,INDL,C,D,STD,835495102,USD,2010Q1,2010Q1,3123.3050,188.2280,1723.1750,A,3087.6212
009815,2010-06-30,2010,2,INDL,C,D,STD,835495102,USD,2010Q2,2010Q2,3127.7690,167.3780,1709.0700,A,3067.7510
009815,2010-09-30,2010,3,INDL,C,D,STD,835495102,USD,2010Q3,2010Q3,3302.8840,168.7000,1802.2810,A,3367.0736
009815,2010-12-31,2010,4,INDL,C,D,STD,835495102,USD,2010Q4,2010Q4,3281.0140,158.2490,1773.3210,A,3384.1717
009815,2011-03-31,2011,1,INDL,C,D,STD,835495102,USD,2011Q1,2011Q1,3397.2360,185.1750,1845.1050,A,3610.2833
009850,2005-03-31,2005,1,INDL,C,D,STD,842587107,USD,2005Q1,2005Q1,37289.9530,381.7890,26321.4430,A,
009850,2005-06-30,2005,2,INDL,C,D,STD,842587107,USD,2005Q2,2005Q2,38070.1420,236.7580,26960.2620,A,
009850,2005-09-30,2005,3,INDL,C,D,STD,842587107,USD,2005Q3,2005Q3,39383.7030,416.3390,28006.9670,A,
009850,2005-12-31,2005,4,INDL,C,D,STD,842587107,USD,2005Q4,2005Q4,39877.0000,202.0000,28592.0000,A,
009850,2006-03-31,2006,1,INDL,C,D,STD,842587107,USD,2006Q1,2006Q1,39977.4040,300.7860,28658.0630,A,24316.9130
009850,2006-06-30,2006,2,INDL,C,D,STD,842587107,USD,2006Q2,2006Q2,40801.2150,262.9000,29359.2890,A,23790.2663
009850,2006-09-30,2006,3,INDL,C,D,STD,842587107,USD,2006Q3,2006Q3,42035.7190,418.0970,30153.0530,A,25594.8204
009850,2006-12-31,2006,4,INDL,C,D,STD,842587107,USD,2006Q4,2006Q4,42858.0000,167.0000,30743.0000,A,27512.3040
009850,2007-03-31,2007,1,INDL,C,D,STD,842587107,USD,2007Q1,2007Q1,43105.4340,161.4890,30878.7240,A,27553.7999
009850,2007-06-30,2007,2,INDL,C,D,STD,842587107,USD,2007Q2,2007Q2,44144.7460,264.8860,31611.6860,A,25937.8818
009850,2007-09-30,2007,3,INDL,C,D,STD,842587107,USD,2007Q3,2007Q3,45308.2140,586.0090,32194.6310,A,27553.8981
009850,2007-12-31,2007,4,INDL,C,D,STD,842587107,USD,2007Q4,2007Q4,45789.0000,269.0000,32324.0000,A,29589.5000
009850,2008-03-31,2008,1,INDL,C,D,STD,842587107,USD,2008Q1,2008Q1,46595.7530,281.2910,32950.5720,A,27320.4193
009850,2008-06-30,2008,2,INDL,C,D,STD,842587107,USD,2008Q2,2008Q2,47858.2550,235.3730,34005.9190,A,26894.9300
009850,2008-09-30,2008,3,INDL,C,D,STD,842587107,USD,2008Q3,2008Q3,49012.3490,837.0260,34526.4300,A,29193.9202
009850,2008-12-31,2008,4,INDL,C,D,STD,842587107,USD,2008Q4,2008Q4,48347.0000,520.0000,33989.0000,A,28756.1040
009850,2009-03-31,2009,1,INDL,C,D,STD,842587107,USD,2009Q1,2009Q1,49557.1140,803.7890,35222.5430,A,23958.1291
009850,2009-06-30,2009,2,INDL,C,D,STD,842587107,USD,2009Q2,2009Q2,50417.0490,878.3810,35551.5160,A,24804.9803
009850,2009-09-30,2009,3,INDL,C,D,STD,842587107,USD,2009Q3,2009Q3,50524.2070,673.2640,35080.2950,A,25342.7140
009850,2009-12-31,2009,4,INDL,C,D,STD,842587107,USD,2009Q4,2009Q4,52046.0000,733.0000,36086.0000,A,27310.6380
009850,2010-03-31,2010,1,INDL,C,D,STD,842587107,USD,2010Q1,2010Q1,52580.0450,374.6040,36303.3740,A,27341.6138
009850,2010-06-30,2010,2,INDL,C,D,STD,842587107,USD,2010Q2,2010Q2,53374.4900,298.0210,36759.7050,A,27645.8957
009850,2010-09-30,2010,3,INDL,C,D,STD,842587107,USD,2010Q3,2010Q3,54894.7800,1277.0710,37558.0080,A,31232.1080
009850,2010-12-31,2010,4,INDL,C,D,STD,842587107,USD,2010Q4,2010Q4,55032.0000,515.0000,37748.0000,A,32240.8882
009850,2011-03-31,2011,1,INDL,C,D,STD,842587107,USD,2011Q1,2011Q1,55019.0000,417.0000,37472.0000,A,32360.0775
009867,2005-03-31,2005,1,INDL,C,D,STD,844030106,USD,2005Q1,2005Q1,5570.6430,47.4930,3652.2710,I,
009867,2005-06-30,2005,2,INDL,C,D,STD,844030106,USD,2005Q2,2005Q2,5477.7160,0.6110,3544.6770,I,
009867,2005-09-30,2005,3,INDL,C,D,STD,844030106,USD,2005Q3,2005Q3,5674.2620,0.6360,3711.0310,I,
009867,2005-12-31,2005,4,INDL,C,D,STD,844030106,USD,2005Q4,2005Q4,5836.8190,16.9380,3982.7500,I,
009867,2006-03-31,2006,1,INDL,C,D,STD,844030106,USD,2006Q1,2006Q1,7467.5960,19.5800,5529.6050,I,2776.4161
009867,2006-06-30,2006,2,INDL,C,D,STD,844030106,USD,2006Q2,2006Q2,7372.8770,37.1980,5423.6980,I,3031.5318
009867,2006-09-30,2006,3,INDL,C,D,STD,844030106,USD,2006Q3,2006Q3,6121.1090,6.9910,4192.0190,I,3159.0322
009867,2006-12-31,2006,4,INDL,C,D,STD,844030106,USD,2006Q4,2006Q4,6782.7900,5.7510,4732.3820,I,3344.4691
009867,2007-03-31,2007,1,INDL,C,D,STD,844030106,USD,2007Q1,2007Q1,6759.2440,0.7290,4651.4570,I,3641.6945
009867,2007-06-30,2007,2,INDL,C,D,STD,844030106,USD,2007Q2,2007Q2,6883.4390,0.1380,4730.2260,I,3910.7348
